ApplicantID,Gender,Age,MonthlyIncome,LoanAmount,CreditScore,EmploymentStatus,ExistingLoans,LoanTerm,PropertyArea,LoanApproved
LP001689,Female,39,800.0,28600.0,549.0,Unemployed,0,240,Urban,0
LP001690,Male,44,6270.0,182300.0,738.0,Employed,1,180,Urban,1
LP001691,Male,59,1420.0,37400.0,564.0,Employed,2,240,Rural,0
LP001692,Male,21,,173100.0,621.0,Self-Employed,0,36,Rural,0
LP001693,Male,55,3570.0,132900.0,689.0,Self-Employed,0,360,Urban,1
LP001694,Male,39,1230.0,36100.0,552.0,Unemployed,0,360,Semi-Urban,0
LP001695,Male,28,5980.0,153400.0,596.0,Employed,1,120,Rural,1
LP001696,Male,23,22790.0,313800.0,719.0,Self-Employed,0,360,Semi-Urban,1
LP001697,Male,35,9590.0,90900.0,637.0,Self-Employed,1,12,Rural,0
LP001698,Male,48,3800.0,95400.0,616.0,Employed,0,120,Semi-Urban,1
LP001699,Male,36,4660.0,66900.0,631.0,Employed,2,36,Rural,1
LP001700,Male,54,15120.0,250300.0,613.0,Employed,0,360,Urban,1
LP001701,Male,22,3230.0,77800.0,677.0,Employed,0,360,Urban,1
LP001702,Male,37,800.0,29000.0,553.0,Unemployed,1,360,Semi-Urban,0
LP001703,Male,24,5930.0,44800.0,641.0,Employed,1,12,Semi-Urban,0
LP001704,Male,41,16370.0,500000.0,642.0,Self-Employed,0,180,Rural,1
LP001705,Male,47,970.0,27300.0,654.0,Unemployed,0,240,Urban,0
LP001706,Female,33,6450.0,144400.0,707.0,Employed,0,60,Rural,1
LP001707,Male,21,10060.0,267200.0,551.0,Self-Employed,1,240,Urban,0
LP001708,Female,40,7860.0,188400.0,711.0,Employed,2,60,Semi-Urban,1
LP001709,Male,42,21800.0,496300.0,718.0,Self-Employed,1,60,Urban,1
LP001710,Female,42,2110.0,28400.0,714.0,Employed,1,180,Semi-Urban,1
LP001711,Female,51,870.0,30200.0,646.0,Unemployed,1,240,Semi-Urban,1
LP001712,Male,26,2800.0,30900.0,681.0,Employed,0,60,Urban,1
LP001713,Male,45,6610.0,125500.0,656.0,Employed,4,60,Urban,1
LP001714,Male,51,2730.0,45000.0,610.0,Self-Employed,2,120,Semi-Urban,0
LP001715,Male,21,2390.0,29500.0,743.0,Employed,0,120,Rural,1
LP001716,Female,41,1690.0,33000.0,696.0,Employed,0,120,Urban,1
LP001717,Female,32,8080.0,262000.0,576.0,Employed,0,180,Urban,1
LP001718,Female,37,4310.0,92100.0,757.0,Self-Employed,0,240,Urban,1
LP001719,Male,41,27170.0,500000.0,670.0,Employed,1,180,Rural,1
LP001720,Female,32,3140.0,121000.0,659.0,Employed,1,360,Urban,0
LP001721,Female,30,3270.0,93500.0,611.0,Employed,2,240,Urban,1
LP001722,Male,38,3980.0,52000.0,652.0,Employed,1,60,Rural,1
LP001723,Male,26,6210.0,98200.0,697.0,Employed,1,36,Semi-Urban,1
LP001724,Female,26,4190.0,109900.0,605.0,Employed,1,360,Urban,1
LP001725,Male,45,7610.0,111700.0,562.0,Employed,0,36,Rural,1
LP001726,Female,25,3170.0,59000.0,600.0,Employed,0,60,Semi-Urban,1
LP001727,Male,45,2540.0,37600.0,708.0,Employed,1,12,Semi-Urban,0
LP001728,Female,43,1790.0,30400.0,667.0,Self-Employed,0,240,Urban,1
LP001729,Male,21,1600.0,19900.0,763.0,Employed,0,180,Rural,1
LP001730,Male,30,4080.0,64200.0,640.0,Employed,2,360,Urban,1
LP001731,Male,51,5110.0,86700.0,743.0,Self-Employed,1,360,Urban,1
LP001732,Female,27,3840.0,139800.0,628.0,Employed,0,180,Urban,1
LP001733,Female,32,15070.0,184800.0,647.0,Self-Employed,1,180,Semi-Urban,1
LP001734,Male,43,10670.0,300800.0,645.0,Employed,2,120,Semi-Urban,1
LP001735,Male,46,4520.0,46700.0,668.0,Employed,0,60,Semi-Urban,1
LP001736,Female,35,2030.0,37100.0,661.0,Employed,0,60,Urban,1
LP001737,Male,31,4240.0,114100.0,544.0,Self-Employed,3,60,Semi-Urban,0
LP001738,Female,53,4150.0,88700.0,561.0,Self-Employed,0,60,Semi-Urban,1
LP001739,Male,57,3780.0,86700.0,727.0,Employed,0,120,Urban,1
LP001740,Male,48,3700.0,65300.0,718.0,Employed,1,120,Rural,1
LP001741,Male,38,980.0,18000.0,498.0,Unemployed,2,360,Urban,0
LP001742,Male,29,6530.0,147400.0,708.0,Employed,0,180,Semi-Urban,1
LP001743,Female,28,3320.0,132900.0,667.0,Employed,0,360,Urban,1
LP001744,Male,43,800.0,18000.0,662.0,Unemployed,0,180,Semi-Urban,0
LP001745,Male,42,8120.0,273700.0,511.0,Self-Employed,5,180,Rural,0
LP001746,Female,53,3290.0,97500.0,670.0,Employed,0,120,Rural,1
LP001747,Male,45,15360.0,200000.0,664.0,Self-Employed,1,60,Urban,1
LP001748,Male,21,3180.0,65200.0,622.0,Self-Employed,3,60,Semi-Urban,0
LP001749,Female,49,2230.0,90100.0,795.0,Employed,0,360,Urban,1
LP001750,Male,27,6700.0,178600.0,600.0,Employed,4,360,Rural,1
LP001751,Male,33,3460.0,78500.0,665.0,Employed,3,36,Semi-Urban,1
LP001752,Female,40,1410.0,16400.0,533.0,Unemployed,2,60,Urban,0
LP001753,Male,59,7900.0,114700.0,760.0,Self-Employed,0,180,Urban,1
LP001754,Male,68,,52300.0,736.0,Employed,1,60,Rural,1
LP001755,Male,44,4610.0,77000.0,620.0,Self-Employed,2,180,Semi-Urban,1
LP001756,Female,35,9320.0,214300.0,579.0,Employed,4,60,Urban,1
LP001757,Male,43,6320.0,227700.0,716.0,Employed,0,180,Urban,1
LP001758,Male,47,2530.0,76400.0,595.0,Employed,2,120,Urban,0
LP001759,Female,34,4170.0,107300.0,694.0,Employed,0,180,Semi-Urban,1
LP001760,Female,57,5710.0,142600.0,653.0,Self-Employed,0,60,Rural,0
LP001761,Male,40,2150.0,37900.0,707.0,Employed,0,180,Rural,1
LP001762,Male,43,10400.0,243400.0,632.0,Self-Employed,2,360,Semi-Urban,1
LP001763,Male,45,4790.0,69100.0,628.0,Employed,1,120,Rural,1
LP001764,Female,42,2530.0,65200.0,762.0,Employed,1,360,Semi-Urban,1
LP001765,Male,47,1150.0,42800.0,527.0,Unemployed,5,360,Urban,0
LP001766,Male,31,2450.0,65300.0,675.0,Employed,0,360,Rural,1
LP001767,Female,31,6960.0,160800.0,711.0,Employed,1,360,Urban,1
LP001768,Female,25,9450.0,349200.0,554.0,Employed,0,240,Urban,0
LP001769,Male,42,2100.0,46300.0,836.0,Self-Employed,0,360,Rural,1
LP001770,Female,46,9850.0,127900.0,681.0,Employed,1,36,Urban,1
LP001771,Male,43,5540.0,192600.0,462.0,Employed,3,180,Semi-Urban,0
LP001772,Female,56,9900.0,383400.0,769.0,Employed,1,360,Rural,1
LP001773,Male,37,5230.0,198800.0,588.0,Employed,2,360,Semi-Urban,1
LP001774,Male,45,1080.0,47000.0,758.0,Self-Employed,0,360,Urban,1
LP001775,Female,25,5000.0,186900.0,689.0,Employed,0,360,Urban,1
LP001776,Male,33,9730.0,358900.0,562.0,Employed,1,360,Urban,1
LP001777,Male,45,3320.0,59700.0,699.0,Employed,0,240,Semi-Urban,1
LP001778,Female,47,4390.0,83400.0,694.0,,0,360,Rural,1
LP001779,Female,34,1250.0,33700.0,666.0,Unemployed,1,180,Semi-Urban,0
LP001780,Male,37,,47600.0,719.0,Employed,0,360,Semi-Urban,1
LP001781,Female,21,1650.0,45300.0,487.0,Unemployed,0,360,Semi-Urban,0
LP001782,Male,34,5150.0,178800.0,755.0,Employed,1,360,Semi-Urban,1
LP001783,Male,47,7170.0,149600.0,648.0,Employed,1,240,Rural,1
LP001784,Male,44,5940.0,144800.0,739.0,Self-Employed,3,120,Urban,1
LP001785,Male,43,10850.0,256500.0,653.0,Employed,1,36,Rural,0
LP001786,Female,38,8390.0,378400.0,664.0,Self-Employed,0,360,Semi-Urban,1
LP001787,Male,38,800.0,31100.0,448.0,Unemployed,3,180,Urban,0
LP001788,Male,30,2190.0,34300.0,607.0,Employed,2,120,Urban,1
LP001789,Male,45,3070.0,30900.0,622.0,Employed,0,60,Urban,1
LP001790,Female,42,13520.0,217800.0,768.0,Self-Employed,0,360,Semi-Urban,1
LP001791,Male,43,6090.0,207700.0,580.0,Employed,1,360,Urban,1
LP001792,Male,32,4360.0,113800.0,740.0,Employed,1,360,Rural,1
LP001793,Male,21,7100.0,286900.0,707.0,Employed,2,240,Semi-Urban,1
LP001794,Male,50,7170.0,189000.0,783.0,Employed,1,180,Rural,1
LP001795,Male,32,25430.0,380700.0,683.0,Self-Employed,1,120,Urban,1
LP001796,Female,28,5940.0,42900.0,532.0,Employed,4,12,Urban,1
LP001797,Female,45,3030.0,103900.0,667.0,Employed,1,360,Urban,1
LP001798,Male,33,5100.0,53100.0,724.0,Employed,0,60,Urban,1
LP001799,Female,49,7590.0,221900.0,651.0,Employed,2,240,Rural,1
LP001800,Female,44,9390.0,181700.0,707.0,Employed,0,180,Urban,1
LP001801,Female,45,2040.0,36600.0,747.0,Self-Employed,2,180,Semi-Urban,1
LP001802,Male,22,6250.0,156700.0,,Employed,3,360,Urban,0
LP001803,Male,51,3370.0,64400.0,694.0,Self-Employed,1,36,Semi-Urban,1
LP001804,Male,40,4240.0,144700.0,541.0,Self-Employed,1,360,Rural,0
LP001805,Male,33,8650.0,93100.0,621.0,Employed,1,36,Semi-Urban,1
LP001806,Female,39,8190.0,122200.0,649.0,Employed,0,36,Semi-Urban,1
LP001807,Female,21,3740.0,,531.0,Employed,0,180,Urban,1
LP001808,Female,42,4980.0,105300.0,,Employed,1,36,Rural,0
LP001809,Male,26,4340.0,85800.0,624.0,Self-Employed,2,360,Semi-Urban,1
LP001810,Male,23,35000.0,500000.0,672.0,Self-Employed,1,180,Semi-Urban,1
LP001811,Female,21,6330.0,49800.0,717.0,Employed,0,12,Semi-Urban,1
LP001812,Female,50,3420.0,70200.0,664.0,Employed,1,36,Rural,0
LP001813,Male,31,1540.0,27500.0,563.0,Unemployed,2,240,Semi-Urban,0
LP001814,Female,54,1500.0,52600.0,548.0,Unemployed,1,360,Semi-Urban,1
LP001815,Female,32,11240.0,343600.0,683.0,Employed,1,180,Semi-Urban,1
LP001816,Male,21,17130.0,266400.0,678.0,Employed,2,180,Urban,1
LP001817,Male,25,8020.0,302800.0,790.0,Employed,1,360,Semi-Urban,1
LP001818,Male,51,940.0,14900.0,541.0,Unemployed,0,240,Semi-Urban,0
LP001819,Male,36,5430.0,136800.0,655.0,Employed,2,120,Semi-Urban,1
LP001820,Male,31,2320.0,82700.0,745.0,Employed,0,240,Semi-Urban,1
LP001821,Female,39,7120.0,187500.0,502.0,Employed,5,240,Urban,0
LP001822,Male,43,8590.0,221500.0,829.0,Employed,0,240,Rural,1
LP001823,Male,50,3900.0,120000.0,768.0,Employed,0,240,Rural,1
LP001824,Male,53,1190.0,33000.0,416.0,Unemployed,2,360,Rural,0
LP001825,Male,34,10310.0,127700.0,707.0,Employed,0,60,Urban,1
LP001826,Female,23,2750.0,70600.0,637.0,Employed,1,360,Semi-Urban,1
LP001827,Male,33,4300.0,145200.0,615.0,Employed,2,180,Rural,0
LP001828,Male,40,5850.0,190300.0,671.0,Employed,2,240,Semi-Urban,1
LP001829,Female,27,3800.0,68100.0,688.0,Employed,5,60,Semi-Urban,1
LP001830,Male,27,8000.0,161700.0,645.0,Employed,0,180,Rural,1
LP001831,Male,41,4060.0,121300.0,646.0,Employed,1,360,Semi-Urban,1
LP001832,Male,37,6260.0,263100.0,707.0,Employed,0,240,Semi-Urban,1
LP001833,Male,38,5790.0,115500.0,722.0,Employed,0,36,Urban,1
LP001834,Male,29,14100.0,325100.0,569.0,Employed,2,180,Urban,1
LP001835,Male,35,1290.0,22500.0,709.0,Unemployed,0,60,Urban,1
LP001836,Male,27,1570.0,28500.0,531.0,Unemployed,1,360,Rural,0
LP001837,Female,47,3180.0,89600.0,752.0,Employed,1,360,Semi-Urban,1
LP001838,Male,49,2600.0,25000.0,713.0,Employed,1,12,Semi-Urban,1
LP001839,Male,21,1360.0,53600.0,555.0,Unemployed,4,360,Rural,0
LP001840,Male,27,4820.0,108500.0,633.0,Employed,0,360,Semi-Urban,1
LP001841,Male,21,16440.0,354000.0,550.0,Self-Employed,1,180,Semi-Urban,0
LP001842,Female,30,1750.0,47200.0,543.0,Unemployed,2,240,Urban,0
LP001843,Male,37,5820.0,94700.0,678.0,Employed,1,180,Rural,0
LP001844,Female,22,3560.0,75300.0,608.0,Employed,0,240,Urban,1
LP001845,Male,27,1730.0,43100.0,648.0,Unemployed,1,120,Urban,0
LP001846,Male,26,6500.0,142200.0,676.0,Employed,0,120,Urban,1
LP001847,Male,40,9290.0,175200.0,619.0,Employed,0,180,Urban,1
LP001848,Female,38,5430.0,94000.0,688.0,Employed,2,60,Urban,1
LP001849,Male,30,7920.0,268000.0,725.0,Employed,1,360,Semi-Urban,1
LP001850,Male,39,1400.0,41000.0,556.0,Self-Employed,3,120,Urban,0
LP001851,Male,31,8630.0,258200.0,737.0,Self-Employed,2,180,Semi-Urban,1
LP001852,Female,35,800.0,31600.0,748.0,Unemployed,1,360,Urban,1
LP001853,Male,56,3820.0,109000.0,598.0,Employed,0,180,Urban,1
LP001854,Female,52,6380.0,129400.0,666.0,Employed,0,180,Semi-Urban,0
LP001855,Male,23,2800.0,54900.0,705.0,Employed,0,360,Rural,1
LP001856,Male,47,6970.0,99600.0,781.0,Employed,3,360,Rural,1
LP001857,Male,46,6170.0,107600.0,624.0,Employed,0,60,Rural,1
LP001858,Male,25,1700.0,32500.0,509.0,Unemployed,0,180,Semi-Urban,0
LP001859,Male,47,3140.0,110300.0,609.0,Self-Employed,1,360,Semi-Urban,1
LP001860,Male,54,13260.0,314600.0,771.0,Employed,0,180,Semi-Urban,1
LP001861,Female,25,16240.0,465500.0,626.0,Employed,0,180,Semi-Urban,1
LP001862,Male,27,6740.0,146100.0,616.0,Employed,1,60,Urban,1
LP001863,Male,49,13030.0,189800.0,697.0,Employed,0,60,Semi-Urban,1
LP001864,Male,40,4240.0,58400.0,703.0,Self-Employed,0,240,Urban,1
LP001865,Male,44,3500.0,54700.0,760.0,Employed,0,360,Semi-Urban,1
LP001866,Male,41,830.0,31800.0,586.0,Unemployed,1,360,Semi-Urban,0
LP001867,Male,42,5560.0,138900.0,698.0,Employed,1,360,Urban,1
LP001868,Male,23,7150.0,126000.0,672.0,Employed,0,120,Urban,1
LP001869,Female,49,10700.0,149200.0,582.0,Self-Employed,1,36,Urban,1
LP001870,Female,50,9100.0,323600.0,665.0,Employed,0,360,Rural,1
LP001871,Male,35,2770.0,68500.0,614.0,Employed,3,120,Urban,1
LP001872,Male,37,6430.0,90500.0,646.0,Employed,0,120,Urban,1
LP001873,Male,21,2750.0,45600.0,562.0,Employed,1,360,Rural,0
LP001874,Male,43,5170.0,161400.0,559.0,Self-Employed,2,180,Semi-Urban,1
LP001875,Male,44,7720.0,119700.0,642.0,Employed,2,120,Urban,1
LP001876,Male,37,3080.0,100500.0,749.0,Self-Employed,0,360,Urban,1
LP001877,Female,50,7390.0,268800.0,806.0,Employed,0,360,Urban,1
LP001878,Female,34,2380.0,27900.0,666.0,Employed,1,60,Urban,1
LP001879,Male,44,14050.0,500000.0,626.0,Self-Employed,0,360,Urban,1
LP001880,Male,26,3770.0,53200.0,617.0,Employed,2,180,Semi-Urban,1
LP001881,Male,37,3090.0,59300.0,601.0,Employed,1,180,Rural,1
LP001882,Female,36,2470.0,58800.0,739.0,Employed,1,360,Semi-Urban,1
LP001883,Male,40,3950.0,133100.0,840.0,Employed,0,360,Semi-Urban,1
LP001884,Male,33,1900.0,33800.0,628.0,Employed,1,120,Urban,1
LP001885,Female,36,4020.0,65300.0,590.0,Employed,1,120,Urban,1
LP001886,Male,47,9940.0,267000.0,720.0,Employed,2,60,Rural,1
LP001887,Female,33,4900.0,181000.0,703.0,Employed,0,180,Urban,1
LP001888,Male,21,1460.0,9700.0,605.0,Unemployed,0,12,Rural,0
LP001889,Male,57,7070.0,110500.0,799.0,Employed,0,180,Semi-Urban,1
LP001890,Male,53,,53500.0,577.0,Self-Employed,0,36,Rural,0
LP001891,Female,23,18000.0,500000.0,575.0,Employed,1,180,Urban,1
LP001892,Female,45,6040.0,101900.0,597.0,Employed,3,36,Urban,0
LP001893,Female,32,5690.0,134000.0,684.0,Self-Employed,0,360,Semi-Urban,1
LP001894,Male,40,9230.0,213200.0,,Employed,2,120,Rural,1
LP001895,Female,41,7510.0,147100.0,850.0,Self-Employed,0,120,Urban,1
LP001896,Male,35,6770.0,260100.0,656.0,Employed,0,360,Rural,1
LP001897,Male,29,21390.0,500000.0,638.0,Employed,0,240,Urban,1
LP001898,Female,30,4670.0,79300.0,689.0,Employed,0,120,Urban,1
LP001899,Male,27,4560.0,103400.0,682.0,Employed,3,36,Semi-Urban,0
LP001900,Male,28,6850.0,216000.0,625.0,Self-Employed,0,240,Semi-Urban,1
LP001901,Male,37,9790.0,322200.0,668.0,Employed,1,180,Rural,1
LP001902,Male,30,800.0,22700.0,654.0,Unemployed,1,360,Semi-Urban,0
LP001903,Male,45,800.0,29900.0,589.0,Unemployed,3,180,Urban,0
LP001904,Male,54,2370.0,50900.0,696.0,Employed,0,120,Semi-Urban,1
LP001905,Male,31,1840.0,60400.0,850.0,Employed,0,180,Urban,1
LP001906,Female,40,4180.0,114700.0,828.0,Self-Employed,0,240,Semi-Urban,1
LP001907,Female,43,1250.0,30200.0,474.0,Unemployed,0,360,Semi-Urban,0
LP001908,Male,43,3650.0,46200.0,553.0,Employed,0,36,Urban,1
LP001909,Male,38,4100.0,71000.0,704.0,Employed,2,180,Semi-Urban,1
LP001910,Male,46,5900.0,52300.0,782.0,Employed,1,36,Semi-Urban,1
LP001911,Male,43,24940.0,500000.0,663.0,Self-Employed,1,180,Semi-Urban,1
LP001912,Male,24,,102100.0,642.0,Employed,1,360,Semi-Urban,1
LP001913,Male,47,3080.0,95200.0,618.0,Self-Employed,0,180,Urban,1
LP001914,Male,47,3670.0,66800.0,592.0,Employed,0,360,Urban,1
LP001915,Male,29,5910.0,210500.0,695.0,Employed,5,240,Urban,1
LP001916,Male,38,7510.0,99400.0,616.0,Employed,2,360,Urban,1
LP001917,Male,45,8110.0,150500.0,667.0,Employed,2,360,Semi-Urban,1
LP001918,Female,35,8560.0,132600.0,508.0,Employed,2,60,Rural,0
LP001919,Female,49,9260.0,297600.0,755.0,Employed,0,120,Semi-Urban,1
LP001920,Male,64,4660.0,49500.0,724.0,Employed,0,180,Semi-Urban,1
LP001921,Female,29,16800.0,268400.0,579.0,Employed,0,60,Semi-Urban,0
LP001922,Male,22,4470.0,113100.0,699.0,Employed,0,180,Urban,1
LP001923,Female,41,1560.0,53000.0,580.0,Unemployed,0,180,Rural,0
LP001924,Female,45,5770.0,230100.0,646.0,Employed,1,360,Rural,1
LP001925,Male,35,5440.0,74600.0,462.0,Employed,1,180,Semi-Urban,0
LP001926,Male,53,12620.0,192400.0,595.0,Employed,2,360,Urban,1
LP001927,Male,23,1110.0,30200.0,602.0,Unemployed,1,360,Semi-Urban,1
LP001928,Male,45,8730.0,278700.0,568.0,Employed,3,360,Urban,1
LP001929,Male,31,2460.0,34500.0,663.0,Self-Employed,0,120,Semi-Urban,1
LP001930,Male,56,10670.0,141200.0,792.0,Self-Employed,0,180,Rural,1
LP001931,Male,59,6730.0,169500.0,674.0,Employed,1,120,Urban,1
LP001932,Female,29,10420.0,180700.0,522.0,Employed,0,180,Rural,1
LP001933,Female,31,3890.0,69900.0,666.0,Self-Employed,0,180,Rural,1
LP001934,Male,47,9390.0,209300.0,687.0,Employed,0,360,Rural,1
LP001935,Male,33,5930.0,79200.0,618.0,Employed,0,180,Semi-Urban,1
LP001936,Male,37,21730.0,500000.0,735.0,Self-Employed,1,180,Urban,1
LP001937,Male,38,25140.0,459800.0,570.0,Employed,0,360,Semi-Urban,1
LP001938,Female,21,18520.0,259700.0,669.0,Self-Employed,1,36,Semi-Urban,0
LP001939,Male,37,7070.0,136400.0,569.0,Employed,1,180,Urban,1
LP001940,Male,30,32040.0,500000.0,657.0,Self-Employed,0,360,Semi-Urban,1
LP001941,Male,32,7570.0,64300.0,733.0,Employed,0,60,Semi-Urban,1
LP001942,Male,53,3300.0,125700.0,667.0,Employed,0,240,Urban,1
LP001943,Female,24,5320.0,74900.0,663.0,Employed,0,120,Urban,1
LP001944,Female,46,1810.0,78300.0,582.0,Unemployed,1,360,Urban,0
LP001945,Male,34,3430.0,53700.0,650.0,Employed,2,120,Semi-Urban,1
LP001946,Male,34,9930.0,163400.0,732.0,Employed,1,120,Semi-Urban,1
LP001947,Male,46,8750.0,240500.0,732.0,Employed,0,180,Urban,1
LP001948,Female,41,4130.0,116400.0,786.0,Employed,1,60,Rural,1
LP001949,Female,44,7460.0,94100.0,692.0,Employed,1,120,Urban,1
LP001950,Male,48,2370.0,28500.0,555.0,Employed,1,180,Semi-Urban,0
LP001951,Male,34,6010.0,142200.0,744.0,Employed,1,180,Semi-Urban,1
LP001952,Female,31,6970.0,179100.0,781.0,Employed,1,180,Rural,1
LP001953,Male,26,13890.0,416900.0,850.0,Employed,1,180,Urban,1
LP001954,Female,28,3550.0,75900.0,788.0,Employed,1,180,Rural,1
LP001955,Male,68,2580.0,40400.0,643.0,Self-Employed,0,240,Rural,1
LP001956,Male,51,3320.0,81600.0,694.0,Employed,1,120,Semi-Urban,1
LP001957,Male,23,2600.0,45500.0,659.0,Employed,0,60,Semi-Urban,1
LP001958,Male,23,11330.0,377400.0,649.0,Employed,0,360,Urban,1
LP001959,Male,43,800.0,17300.0,501.0,Unemployed,4,360,Semi-Urban,0
LP001960,Female,44,800.0,18600.0,606.0,Unemployed,3,120,Semi-Urban,0
LP001961,Male,44,18660.0,500000.0,560.0,Self-Employed,0,180,Semi-Urban,1
LP001962,Male,35,6480.0,185800.0,604.0,Employed,0,180,Semi-Urban,1
LP001963,Male,36,10630.0,250500.0,771.0,Employed,0,180,Semi-Urban,1
LP001964,Male,41,5850.0,158100.0,789.0,Employed,1,240,Urban,1
LP001965,Male,38,,86900.0,595.0,Employed,2,36,Urban,0
LP001966,Male,21,4520.0,132900.0,733.0,Employed,3,240,Urban,1
LP001967,Female,35,5080.0,118600.0,753.0,Self-Employed,1,36,Urban,1
LP001968,Male,28,2140.0,53600.0,659.0,Self-Employed,0,180,Semi-Urban,1
LP001969,Male,39,7590.0,194400.0,497.0,Self-Employed,1,360,Rural,0
LP001970,Male,68,5310.0,204400.0,554.0,Employed,0,180,Semi-Urban,1
LP001971,Female,42,10630.0,213100.0,560.0,Self-Employed,3,60,Semi-Urban,0
LP001972,Female,34,5720.0,262000.0,701.0,Employed,2,360,Semi-Urban,1
LP001973,Female,48,4970.0,125200.0,737.0,Employed,1,360,Urban,1
LP001974,Male,43,3430.0,129500.0,645.0,Self-Employed,0,360,Urban,1
LP001975,Male,42,5650.0,,662.0,Employed,0,180,Urban,1
LP001976,Male,44,8150.0,186100.0,677.0,Employed,0,60,Semi-Urban,1
LP001977,Male,60,2900.0,95300.0,628.0,Employed,2,360,Urban,0
LP001978,Male,25,6710.0,159000.0,692.0,Self-Employed,1,180,Urban,1
LP001979,Male,43,7430.0,126800.0,677.0,Self-Employed,0,360,Semi-Urban,1
LP001980,Male,27,3660.0,109400.0,554.0,Employed,1,120,Rural,1
LP001981,Male,44,4180.0,62000.0,629.0,Self-Employed,2,120,Semi-Urban,1
LP001982,Female,27,6170.0,127100.0,678.0,Employed,0,360,Rural,1
LP001983,Male,33,2910.0,104800.0,719.0,Employed,2,180,Semi-Urban,1
LP001984,Male,34,8060.0,155100.0,582.0,Self-Employed,2,60,Semi-Urban,0
LP001985,Female,48,3370.0,45700.0,625.0,Self-Employed,3,120,Semi-Urban,1
LP001986,Male,48,1290.0,35500.0,622.0,Unemployed,0,180,Rural,0
LP001987,Female,24,9750.0,218900.0,668.0,Employed,0,36,Urban,0
LP001988,Male,38,2780.0,97500.0,548.0,,0,180,Urban,1
LP001989,Male,30,6600.0,236900.0,755.0,Employed,0,180,Urban,1
LP001990,Female,24,,30900.0,636.0,Unemployed,0,360,Semi-Urban,0
LP001991,Female,35,9630.0,235200.0,697.0,Employed,1,180,Rural,1
LP001992,Female,34,2600.0,35200.0,683.0,Self-Employed,1,360,Urban,1
LP001993,Male,64,7070.0,146600.0,511.0,Employed,2,60,Urban,0
LP001994,Male,42,3360.0,58000.0,738.0,Employed,0,180,Rural,1
LP001995,Male,22,4850.0,93400.0,791.0,Employed,1,60,Semi-Urban,1
LP001996,Male,31,3080.0,64500.0,561.0,Employed,2,240,Semi-Urban,1
LP001997,Female,49,8540.0,247000.0,745.0,Employed,2,360,Rural,0
LP001998,Male,60,3510.0,105000.0,729.0,Self-Employed,2,360,Semi-Urban,1
LP001999,Female,21,7360.0,198700.0,594.0,Employed,1,180,Semi-Urban,1
LP002000,Male,21,4500.0,78400.0,580.0,Employed,3,180,Urban,0
LP002001,Male,58,5100.0,155000.0,575.0,Employed,0,360,Urban,1
LP002002,Male,42,5890.0,120800.0,675.0,Employed,1,360,Semi-Urban,1
LP002003,Female,28,3570.0,122200.0,713.0,Employed,0,360,Semi-Urban,1
LP002004,Female,43,6100.0,140700.0,580.0,Employed,0,180,Rural,1
LP002005,Female,21,12
